Date,ADA-USD,BCH-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,KMD-USD,LTC-USD,XLM-USD,XRP-USD
2019-02-04,0.03785699978470802,119.1247787475586,7.100500106811523,3459.154052734375,0.001896000001579523,107.82160186767578,0.6485210061073303,34.10862731933594,0.07972999662160873,0.3001979887485504
2019-02-05,0.03789599984884262,117.71129608154297,7.819809913635254,3466.357421875,0.001888000057078898,107.44351959228516,0.6167870163917542,34.25664520263672,0.07788199931383133,0.29923900961875916
2019-02-06,0.0366629995405674,115.3336410522461,8.086174011230469,3413.767822265625,0.0018660000059753656,104.9192886352539,0.5913630127906799,32.932987213134766,0.07438699901103973,0.29072698950767517
2019-02-07,0.036396000534296036,115.15020751953125,7.730325222015381,3399.4716796875,0.0018449999624863267,104.5353012084961,0.5927609801292419,33.22241973876953,0.07468800246715546,0.2916179895401001
2019-02-08,0.04075099900364876,130.86221313476562,8.575567245483398,3666.7802734375,0.001955999992787838,119.26774597167969,0.6457639932632446,43.4647216796875,0.0812240019440651,0.3116829991340637
2019-02-09,0.041058000177145004,128.6419219970703,8.871356964111328,3671.20361328125,0.0019490000559017062,119.4308853149414,0.6370459794998169,44.790283203125,0.08080799877643585,0.31128400564193726
2019-02-10,0.042830001562833786,127.58672332763672,9.211540222167969,3690.188232421875,0.0019460000330582261,124.80648803710938,0.6537650227546692,46.82740783691406,0.0803930014371872,0.30990898609161377
2019-02-11,0.04173300042748451,122.51187896728516,9.551809310913086,3648.4306640625,0.001905999961309135,121.29839324951172,0.6896179914474487,43.18254089355469,0.07759500294923782,0.30274099111557007
2019-02-12,0.04175100103020668,123.44557189941406,9.341780662536621,3653.528564453125,0.0018939999863505363,122.5722885131836,0.7719169855117798,43.92864227294922,0.07761599868535995,0.30518999695777893
2019-02-13,0.04111799970269203,123.15240478515625,8.941073417663574,3632.070556640625,0.001892999978736043,122.55360412597656,0.8037909865379333,41.997642517089844,0.07699000090360641,0.304284006357193
2019-02-14,0.040539998561143875,121.64990997314453,8.782048225402832,3616.880859375,0.0018970000091940165,121.39020538330078,0.7667070031166077,41.64054870605469,0.07663500308990479,0.3019089996814728
2019-02-15,0.0406000018119812,121.9615249633789,9.273832321166992,3620.810791015625,0.0019079999765381217,122.10038757324219,0.7432399988174438,42.699668884277344,0.07927600294351578,0.3017590045928955
2019-02-16,0.041025999933481216,122.36091613769531,9.129250526428223,3629.78759765625,0.0019239999819546938,123.26021575927734,0.7590429782867432,43.59476089477539,0.07842099666595459,0.30170300602912903
2019-02-17,0.04145200178027153,124.68604278564453,9.216046333312988,3673.836181640625,0.0019920000340789557,133.598876953125,0.8519200086593628,43.928367614746094,0.0796080008149147,0.30336999893188477
2019-02-18,0.045605000108480453,144.40594482421875,9.634435653686523,3915.71435546875,0.002114000031724572,146.09837341308594,0.9902009963989258,48.043174743652344,0.08369100093841553,0.32156801223754883
2019-02-19,0.04615800082683563,143.30477905273438,10.563077926635742,3947.094482421875,0.0020669999066740274,145.34619140625,0.9440010190010071,47.86467742919922,0.08998200297355652,0.3237679898738861
2019-02-20,0.047550998628139496,148.05462646484375,10.966055870056152,3999.820556640625,0.002078999998047948,149.55433654785156,1.0295679569244385,51.78596496582031,0.09173499792814255,0.3328799903392792
2019-02-21,0.04496899992227554,142.92816162109375,10.492892265319824,3954.1181640625,0.0020280000753700733,146.13084411621094,0.9296780228614807,49.1515998840332,0.08909100294113159,0.3212909996509552
2019-02-22,0.04616300016641617,145.1149444580078,10.837115287780762,4005.526611328125,0.002056000055745244,149.0924530029297,0.9619050025939941,49.80573272705078,0.09066800028085709,0.3219040036201477
2019-02-23,0.04859299957752228,153.25616455078125,10.781801223754883,4142.52685546875,0.0020830000285059214,158.79542541503906,0.9613010287284851,51.68092727661133,0.09425699710845947,0.3326199948787689
2019-02-24,0.0424560010433197,130.26763916015625,10.113093376159668,3810.427490234375,0.001973999897018075,135.8526611328125,0.9496279954910278,44.678592681884766,0.08423399925231934,0.3014430105686188
2019-02-25,0.04404300078749657,135.8684539794922,9.842012405395508,3882.6962890625,0.00203000009059906,139.82286071777344,0.9677280187606812,46.21306610107422,0.08730500191450119,0.32850998640060425
2019-02-26,0.04330400004982948,134.26275634765625,9.521595001220703,3854.35791015625,0.0020230000372976065,138.0896759033203,1.0050610303878784,45.49113082885742,0.0868000015616417,0.31947699189186096
2019-02-27,0.04326999932527542,132.7872772216797,9.899131774902344,3851.04736328125,0.002019000006839633,136.12596130371094,0.9788500070571899,45.581424713134766,0.08619499951601028,0.3131060004234314
2019-02-28,0.043122999370098114,132.1869659423828,10.365178108215332,3854.785400390625,0.0019759999122470617,136.74624633789062,1.02681303024292,46.23725509643555,0.0855029970407486,0.3150779902935028
2019-03-01,0.043278999626636505,132.9617919921875,11.393217086791992,3859.583740234375,0.0019940000493079424,136.44361877441406,1.011301040649414,47.487239837646484,0.08583299815654755,0.31731200218200684
2019-03-02,0.042837999761104584,132.5384979248047,11.869744300842285,3864.4150390625,0.002002999885007739,134.2069549560547,0.9763910174369812,49.01536560058594,0.08445999771356583,0.3151260018348694
2019-03-03,0.04231199994683266,131.55630493164062,11.53790283203125,3847.17578125,0.0019990000873804092,132.24942016601562,0.9157959818840027,48.38032150268555,0.08723500370979309,0.3125540018081665
2019-03-04,0.04060199856758118,125.12248229980469,11.545945167541504,3761.55712890625,0.001981999957934022,127.77412414550781,0.8773919939994812,46.43203353881836,0.08353900164365768,0.30513298511505127
2019-03-05,0.04321200028061867,132.50877380371094,13.811966896057129,3896.375,0.001984999980777502,137.8223876953125,0.9602349996566772,53.1324577331543,0.08629900217056274,0.3165070116519928
2019-03-06,0.04284299910068512,133.26795959472656,14.517946243286133,3903.942626953125,0.0019829999655485153,138.7893524169922,0.9455459713935852,55.784278869628906,0.08556599915027618,0.31703099608421326
2019-03-07,0.04294399917125702,132.1560821533203,15.145886421203613,3911.484375,0.0019910000264644623,138.0345001220703,0.924144983291626,57.18903350830078,0.0855410024523735,0.314765989780426
2019-03-08,0.042663998901844025,129.4702606201172,14.366935729980469,3901.131591796875,0.001979999942705035,135.1270751953125,0.9065539836883545,56.09954833984375,0.08724600076675415,0.3100869953632355
2019-03-09,0.04672800004482269,133.81556701660156,14.565878868103027,3963.313720703125,0.001998000079765916,137.96533203125,0.9487869739532471,58.086891174316406,0.08974400162696838,0.3138259947299957
2019-03-10,0.04569799825549126,132.8378143310547,14.494439125061035,3951.599853515625,0.0019990000873804092,136.75868225097656,0.9272410273551941,57.18186569213867,0.10003899782896042,0.3131070137023926
2019-03-11,0.04763299971818924,130.20494079589844,14.514413833618164,3905.227294921875,0.0019660000689327717,133.8340301513672,0.8987730145454407,55.42021560668945,0.10226300358772278,0.3110649883747101
2019-03-12,0.04739699885249138,128.9482421875,15.40613079071045,3909.15625,0.0020119999535381794,134.44288635253906,0.9270250201225281,56.99705505371094,0.10459800064563751,0.3102009892463684
2019-03-13,0.04659000039100647,128.93374633789062,15.115123748779297,3906.71728515625,0.002025000052526593,133.26307678222656,1.0701160430908203,55.93318557739258,0.10819900035858154,0.3140980005264282
2019-03-14,0.048055000603199005,133.8981170654297,15.051103591918945,3924.369140625,0.0020389999262988567,133.7115936279297,1.0169939994812012,56.58418273925781,0.10727199912071228,0.31295499205589294
2019-03-15,0.05007699877023697,143.99362182617188,15.077101707458496,3960.9111328125,0.002047999994829297,137.69178771972656,1.133594036102295,58.9892578125,0.10777299851179123,0.31505200266838074
2019-03-16,0.051621001213788986,157.5797882080078,16.11901092529297,4048.725830078125,0.002076999982818961,142.39817810058594,1.1024049520492554,61.84475326538086,0.10961899906396866,0.320468008518219
2019-03-17,0.050207000225782394,156.07899475097656,15.76114559173584,4025.22900390625,0.0020810000132769346,140.00054931640625,1.0942050218582153,61.243778228759766,0.10938499867916107,0.3176119923591614
2019-03-18,0.05045200139284134,162.49417114257812,15.682011604309082,4032.50732421875,0.0020830000285059214,139.37460327148438,1.0769519805908203,60.26480484008789,0.1159140020608902,0.317440003156662
2019-03-19,0.05259399861097336,162.4277801513672,15.693594932556152,4071.190185546875,0.0020910000894218683,140.51919555664062,1.0851620435714722,60.61556625366211,0.11324799805879593,0.3192810118198395
2019-03-20,0.05389099940657616,160.53292846679688,15.280022621154785,4087.476318359375,0.002061000093817711,140.6863555908203,1.1021679639816284,60.8465461730957,0.11140300333499908,0.31960999965667725
2019-03-21,0.05290000140666962,154.76693725585938,14.517393112182617,4029.326904296875,0.0020540000405162573,136.6360626220703,1.0571589469909668,59.378326416015625,0.10794699937105179,0.312718003988266
2019-03-22,0.05806199833750725,158.3407745361328,15.266424179077148,4023.96826171875,0.0020520000252872705,137.1814422607422,1.055508017539978,59.82400131225586,0.10869300365447998,0.31154099106788635
2019-03-23,0.0637810006737709,167.4108123779297,15.235995292663574,4035.826416015625,0.0020639998838305473,138.2398681640625,1.0594309568405151,61.34861373901367,0.10828100144863129,0.3123590052127838
